phase,model,metrics_used,precision,recall,f1
CV,LightGBM,"name_metric,synonym_metric,keywords_metric",0.8070921985815603,0.9523012552301255,0.8737044145873321
CV,Neural Net,"name_metric,synonym_metric,keywords_metric",0.7732115677321156,0.8502092050209205,0.8098844161020327
Test,Logistic Regression,"name_metric,synonym_metric,keywords_metric",0.5737704918032787,0.9364548494983278,0.7115628970775095
Test,Random Forest,"name_metric,synonym_metric,keywords_metric",0.8306188925081434,0.8528428093645485,0.8415841584158416
Test,XGBoost,"name_metric,synonym_metric,keywords_metric",0.8046647230320699,0.9230769230769231,0.8598130841121495
Test,LightGBM,"name_metric,synonym_metric,keywords_metric",0.7723577235772358,0.9531772575250836,0.8532934131736527
Test,Neural Net,"name_metric,synonym_metric,keywords_metric",0.7420289855072464,0.8561872909698997,0.7950310559006211
CV,Logistic Regression,"name_metric,synonym_metric,author_metric",0.6035218783351121,0.9464435146443515,0.7370478983382209
CV,Random Forest,"name_metric,synonym_metric,author_metric",0.8394648829431438,0.8401673640167364,0.8398159765788373
CV,XGBoost,"name_metric,synonym_metric,author_metric",0.7856125356125356,0.9230125523012552,0.8487879953828396
CV,LightGBM,"name_metric,synonym_metric,author_metric",0.7563417890520694,0.9481171548117154,0.8414407723728184
CV,Neural Net,"name_metric,synonym_metric,author_metric",0.721027064538515,0.8694560669456067,0.7883156297420334
Test,Logistic Regression,"name_metric,synonym_metric,author_metric",0.5772357723577236,0.9498327759197325,0.718078381795196
Test,Random Forest,"name_metric,synonym_metric,author_metric",0.7913907284768212,0.7993311036789298,0.7953410981697171
Test,XGBoost,"name_metric,synonym_metric,author_metric",0.7568306010928961,0.9264214046822743,0.8330827067669173
Test,LightGBM,"name_metric,synonym_metric,author_metric",0.7167919799498746,0.9565217391304348,0.8194842406876791
Test,Neural Net,"name_metric,synonym_metric,author_metric",0.6880222841225627,0.8260869565217391,0.7507598784194529
CV,Logistic Regression,"name_metric,keywords_metric,author_metric",0.6086021505376344,0.9472803347280335,0.7410801963993453
CV,Random Forest,"name_metric,keywords_metric,author_metric",0.7939983779399837,0.8192468619246862,0.8064250411861614
CV,XGBoost,"name_metric,keywords_metric,author_metric",0.7709219858156028,0.9096234309623431,0.8345489443378119
CV,LightGBM,"name_metric,keywords_metric,author_metric",0.7715072264280798,0.9380753138075314,0.8466767371601208
CV,Neural Net,"name_metric,keywords_metric,author_metric",0.7839643652561247,0.8836820083682009,0.8308418568056648
Test,Logistic Regression,"name_metric,keywords_metric,author_metric",0.5941422594142259,0.9498327759197325,0.731016731016731
Test,Random Forest,"name_metric,keywords_metric,author_metric",0.7434402332361516,0.8528428093645485,0.794392523364486
Test,XGBoost,"name_metric,keywords_metric,author_metric",0.7393617021276596,0.9297658862876255,0.8237037037037037
Test,LightGBM,"name_metric,keywords_metric,author_metric",0.7319587628865979,0.9498327759197325,0.826783114992722
Test,Neural Net,"name_metric,keywords_metric,author_metric",0.7443820224719101,0.8862876254180602,0.8091603053435115
CV,Logistic Regression,"paragraph_metric,language_metric,synonym_metric",0.4619164619164619,0.7866108786610879,0.5820433436532507
CV,Random Forest,"paragraph_metric,language_metric,synonym_metric",0.7424812030075187,0.6610878661087866,0.6994245241257193
CV,XGBoost,"paragraph_metric,language_metric,synonym_metric",0.6972602739726027,0.8518828451882845,0.7668549905838041
CV,LightGBM,"paragraph_metric,language_metric,synonym_metric",0.6753246753246753,0.8702928870292888,0.7605118829981719
CV,Neural Net,"paragraph_metric,language_metric,synonym_metric",0.7044917257683215,0.49874476987447697,0.5840274375306223
Test,Logistic Regression,"paragraph_metric,language_metric,synonym_metric",0.4968152866242038,0.782608695652174,0.6077922077922078
Test,Random Forest,"paragraph_metric,language_metric,synonym_metric",0.7718631178707225,0.6789297658862876,0.7224199288256228
Test,XGBoost,"paragraph_metric,language_metric,synonym_metric",0.6935933147632312,0.8327759197324415,0.756838905775076
Test,LightGBM,"paragraph_metric,language_metric,synonym_metric",0.7078947368421052,0.8996655518394648,0.792341678939617
Test,Neural Net,"paragraph_metric,language_metric,synonym_metric",0.7121951219512195,0.4882943143812709,0.5793650793650794
CV,Logistic Regression,"paragraph_metric,language_metric,keywords_metric",0.4324825986078886,0.7799163179916317,0.5564179104477612
CV,Random Forest,"paragraph_metric,language_metric,keywords_metric",0.5005662514156285,0.3698744769874477,0.42540904716073147
CV,XGBoost,"paragraph_metric,language_metric,keywords_metric",0.4276657060518732,0.6209205020920502,0.5064846416382253
CV,LightGBM,"paragraph_metric,language_metric,keywords_metric",0.421256038647343,0.7297071129707113,0.5341500765696784
CV,Neural Net,"paragraph_metric,language_metric,keywords_metric",0.5924426450742241,0.3673640167364017,0.4535123966942149
Test,Logistic Regression,"paragraph_metric,language_metric,keywords_metric",0.4585858585858586,0.7591973244147158,0.5717884130982368
Test,Random Forest,"paragraph_metric,language_metric,keywords_metric",0.5047169811320755,0.35785953177257523,0.4187866927592955
Test,XGBoost,"paragraph_metric,language_metric,keywords_metric",0.4600484261501211,0.6354515050167224,0.5337078651685393
Test,LightGBM,"paragraph_metric,language_metric,keywords_metric",0.4666666666666667,0.7491638795986622,0.5750962772785623
Test,Neural Net,"paragraph_metric,language_metric,keywords_metric",0.6171428571428571,0.3612040133779264,0.45569620253164556
CV,Logistic Regression,"paragraph_metric,language_metric,author_metric",0.432687765706188,0.7665271966527196,0.5531400966183575
CV,Random Forest,"paragraph_metric,language_metric,author_metric",0.5195852534562212,0.37740585774058577,0.43722733882695103
CV,XGBoost,"paragraph_metric,language_metric,author_metric",0.4511545293072824,0.6376569037656904,0.5284327323162274
CV,LightGBM,"paragraph_metric,language_metric,author_metric",0.45292887029288703,0.7246861924686192,0.5574509172835532
CV,Neural Net,"paragraph_metric,language_metric,author_metric",0.5857519788918206,0.37154811715481173,0.45468509984639016
Test,Logistic Regression,"paragraph_metric,language_metric,author_metric",0.4713114754098361,0.7692307692307693,0.5844980940279543
Test,Random Forest,"paragraph_metric,language_metric,author_metric",0.5833333333333334,0.3979933110367893,0.4731610337972167
Test,XGBoost,"paragraph_metric,language_metric,author_metric",0.49370277078085645,0.6555183946488294,0.5632183908045977
Test,LightGBM,"paragraph_metric,language_metric,author_metric",0.46638655462184875,0.7424749163879598,0.5729032258064516
Test,Neural Net,"paragraph_metric,language_metric,author_metric",0.6595744680851063,0.3110367892976589,0.42272727272727273
CV,Logistic Regression,"paragraph_metric,synonym_metric,keywords_metric",0.45747357825868146,0.7606694560669456,0.5713387806411062
CV,Random Forest,"paragraph_metric,synonym_metric,keywords_metric",0.7183406113537117,0.5506276150627615,0.6234012316437707
CV,XGBoost,"paragraph_metric,synonym_metric,keywords_metric",0.7041847041847041,0.8167364016736401,0.7562960092987214
CV,LightGBM,"paragraph_metric,synonym_metric,keywords_metric",0.666009204470743,0.8476987447698745,0.7459499263622975
CV,Neural Net,"paragraph_metric,synonym_metric,keywords_metric",0.6640625,0.42677824267782427,0.5196128374936322
Test,Logistic Regression,"paragraph_metric,synonym_metric,keywords_metric",0.4626865671641791,0.725752508361204,0.5651041666666666
Test,Random Forest,"paragraph_metric,synonym_metric,keywords_metric",0.7555555555555555,0.568561872909699,0.648854961832061
Test,XGBoost,"paragraph_metric,synonym_metric,keywords_metric",0.6840659340659341,0.8327759197324415,0.751131221719457
Test,LightGBM,"paragraph_metric,synonym_metric,keywords_metric",0.6997319034852547,0.8729096989966555,0.7767857142857143
Test,Neural Net,"paragraph_metric,synonym_metric,keywords_metric",0.6438356164383562,0.47157190635451507,0.5444015444015444
CV,Logistic Regression,"paragraph_metric,synonym_metric,author_metric",0.4599092284417549,0.7631799163179916,0.5739458779106357
CV,Random Forest,"paragraph_metric,synonym_metric,author_metric",0.753528773072747,0.5807531380753138,0.6559546313799622
CV,XGBoost,"paragraph_metric,synonym_metric,author_metric",0.71875,0.80836820083682,0.7609294998030721
CV,LightGBM,"paragraph_metric,synonym_metric,author_metric",0.6897260273972603,0.8426778242677824,0.7585687382297551
CV,Neural Net,"paragraph_metric,synonym_metric,author_metric",0.6858513189448441,0.4786610878661088,0.5638245441103992
Test,Logistic Regression,"paragraph_metric,synonym_metric,author_metric",0.4692144373673036,0.7391304347826086,0.574025974025974
Test,Random Forest,"paragraph_metric,synonym_metric,author_metric",0.7531914893617021,0.5919732441471572,0.6629213483146067
Test,XGBoost,"paragraph_metric,synonym_metric,author_metric",0.6888888888888889,0.8294314381270903,0.7526555386949925
Test,LightGBM,"paragraph_metric,synonym_metric,author_metric",0.7027027027027027,0.8695652173913043,0.7772795216741405
Test,Neural Net,"paragraph_metric,synonym_metric,author_metric",0.6963350785340314,0.44481605351170567,0.5428571428571428
CV,Logistic Regression,"paragraph_metric,keywords_metric,author_metric",0.4404040404040404,0.7297071129707113,0.5492913385826772
CV,Random Forest,"paragraph_metric,keywords_metric,author_metric",0.5498614958448753,0.3322175732217573,0.414188836724048
CV,XGBoost,"paragraph_metric,keywords_metric,author_metric",0.45716154349247873,0.5849372384937238,0.513215859030837
CV,LightGBM,"paragraph_metric,keywords_metric,author_metric",0.44699453551912566,0.6845188284518828,0.5408264462809917
CV,Neural Net,"paragraph_metric,keywords_metric,author_metric",0.6,0.3313807531380753,0.4269541778975741
Test,Logistic Regression,"paragraph_metric,keywords_metric,author_metric",0.44468085106382976,0.6989966555183946,0.5435630689206762
Test,Random Forest,"paragraph_metric,keywords_metric,author_metric",0.5562130177514792,0.31438127090301005,0.4017094017094017
Test,XGBoost,"paragraph_metric,keywords_metric,author_metric",0.4473007712082262,0.5819397993311036,0.5058139534883721
Test,LightGBM,"paragraph_metric,keywords_metric,author_metric",0.44798301486199577,0.705685618729097,0.548051948051948
Test,Neural Net,"paragraph_metric,keywords_metric,author_metric",0.5960264900662252,0.3010033444816054,0.4
CV,Logistic Regression,"language_metric,synonym_metric,keywords_metric",0.44759615384615387,0.7790794979079498,0.5685496183206107
CV,Random Forest,"language_metric,synonym_metric,keywords_metric",0.7374517374517374,0.6393305439330544,0.6848946660690274
CV,XGBoost,"language_metric,synonym_metric,keywords_metric",0.6924657534246575,0.8460251046025105,0.7615819209039548
CV,LightGBM,"language_metric,synonym_metric,keywords_metric",0.6591494845360825,0.8560669456066946,0.7448125227520932
CV,Neural Net,"language_metric,synonym_metric,keywords_metric",0.6834355828220859,0.4661087866108787,0.554228855721393
Test,Logistic Regression,"language_metric,synonym_metric,keywords_metric",0.45866141732283466,0.7792642140468228,0.5774473358116481
Test,Random Forest,"language_metric,synonym_metric,keywords_metric",0.7888446215139442,0.6622073578595318,0.72
Test,XGBoost,"language_metric,synonym_metric,keywords_metric",0.7039106145251397,0.842809364548495,0.7671232876712328
Test,LightGBM,"language_metric,synonym_metric,keywords_metric",0.6956521739130435,0.8561872909698997,0.767616191904048
Test,Neural Net,"language_metric,synonym_metric,keywords_metric",0.7219512195121951,0.49498327759197325,0.5873015873015873
CV,Logistic Regression,"language_metric,synonym_metric,author_metric",0.40301075268817205,0.7841004184100419,0.5323863636363636
CV,Random Forest,"language_metric,synonym_metric,author_metric",0.7671232876712328,0.6560669456066945,0.7072620658547587
CV,XGBoost,"language_metric,synonym_metric,author_metric",0.6924147529575505,0.8326359832635983,0.756079027355623
CV,LightGBM,"language_metric,synonym_metric,author_metric",0.6472843450479233,0.8476987447698745,0.7340579710144928
CV,Neural Net,"language_metric,synonym_metric,author_metric",0.719640179910045,0.401673640167364,0.5155746509129968
Test,Logistic Regression,"language_metric,synonym_metric,author_metric",0.40878378378378377,0.8093645484949833,0.5432098765432098
Test,Random Forest,"language_metric,synonym_metric,author_metric",0.7269372693726938,0.6588628762541806,0.6912280701754386
Test,XGBoost,"language_metric,synonym_metric,author_metric",0.6805555555555556,0.8193979933110368,0.7435508345978755
Test,LightGBM,"language_metric,synonym_metric,author_metric",0.6684073107049608,0.8561872909698997,0.750733137829912
Test,Neural Net,"language_metric,synonym_metric,author_metric",0.7532467532467533,0.3879598662207358,0.5121412803532008
CV,Logistic Regression,"language_metric,keywords_metric,author_metric",0.42547033285094066,0.7380753138075313,0.5397796817625459
CV,Random Forest,"language_metric,keywords_metric,author_metric",0.5263774912075029,0.3757322175732218,0.4384765625
CV,XGBoost,"language_metric,keywords_metric,author_metric",0.45825486503452606,0.6108786610878661,0.5236728837876614
CV,LightGBM,"language_metric,keywords_metric,author_metric",0.4541139240506329,0.7205020920502092,0.5571012617275962
CV,Neural Net,"language_metric,keywords_metric,author_metric",0.6024844720496895,0.32468619246861924,0.421968461120174
Test,Logistic Regression,"language_metric,keywords_metric,author_metric",0.4314516129032258,0.7157190635451505,0.5383647798742138
Test,Random Forest,"language_metric,keywords_metric,author_metric",0.5215311004784688,0.36454849498327757,0.42913385826771655
Test,XGBoost,"language_metric,keywords_metric,author_metric",0.47029702970297027,0.6354515050167224,0.5405405405405406
Test,LightGBM,"language_metric,keywords_metric,author_metric",0.4645161290322581,0.7224080267558528,0.5654450261780105
Test,Neural Net,"language_metric,keywords_metric,author_metric",0.7164179104477612,0.3210702341137124,0.44341801385681295
CV,Logistic Regression,"synonym_metric,keywords_metric,author_metric",0.45449871465295627,0.7397489539748954,0.5630573248407643
CV,Random Forest,"synonym_metric,keywords_metric,author_metric",0.7582781456953642,0.5748953974895398,0.6539742979533556
CV,XGBoost,"synonym_metric,keywords_metric,author_metric",0.7047832585949177,0.7891213389121339,0.7445716541650217
CV,LightGBM,"synonym_metric,keywords_metric,author_metric",0.6522606382978723,0.8209205020920503,0.7269359021859948
CV,Neural Net,"synonym_metric,keywords_metric,author_metric",0.6509988249118684,0.4635983263598326,0.541544477028348
Test,Logistic Regression,"synonym_metric,keywords_metric,author_metric",0.4610526315789474,0.7324414715719063,0.5658914728682171
Test,Random Forest,"synonym_metric,keywords_metric,author_metric",0.7631578947368421,0.5819397993311036,0.6603415559772297
Test,XGBoost,"synonym_metric,keywords_metric,author_metric",0.6761363636363636,0.7959866220735786,0.7311827956989247
Test,LightGBM,"synonym_metric,keywords_metric,author_metric",0.656,0.822742474916388,0.7299703264094956
Test,Neural Net,"synonym_metric,keywords_metric,author_metric",0.6224489795918368,0.4080267558528428,0.49292929292929294
CV,Logistic Regression,"name_metric,paragraph_metric,language_metric,synonym_metric",0.6075027995520716,0.9079497907949791,0.7279436430727944
CV,Random Forest,"name_metric,paragraph_metric,language_metric,synonym_metric",0.8954468802698144,0.8887029288702929,0.8920621587568248
CV,XGBoost,"name_metric,paragraph_metric,language_metric,synonym_metric",0.8524212144504227,0.9280334728033472,0.8886217948717948
CV,LightGBM,"name_metric,paragraph_metric,language_metric,synonym_metric",0.8448918717375093,0.9481171548117154,0.8935331230283912
CV,Neural Net,"name_metric,paragraph_metric,language_metric,synonym_metric",0.85,0.8535564853556485,0.8517745302713987
Test,Logistic Regression,"name_metric,paragraph_metric,language_metric,synonym_metric",0.6119733924611973,0.9230769230769231,0.736
Test,Random Forest,"name_metric,paragraph_metric,language_metric,synonym_metric",0.8664495114006515,0.8896321070234113,0.8778877887788779
Test,XGBoost,"name_metric,paragraph_metric,language_metric,synonym_metric",0.8424242424242424,0.9297658862876255,0.8839427662957074
Test,LightGBM,"name_metric,paragraph_metric,language_metric,synonym_metric",0.8397626112759644,0.9464882943143813,0.889937106918239
Test,Neural Net,"name_metric,paragraph_metric,language_metric,synonym_metric",0.8295081967213115,0.8461538461538461,0.8377483443708609
CV,Logistic Regression,"name_metric,paragraph_metric,language_metric,keywords_metric",0.6060100166944908,0.9112970711297071,0.7279411764705882
CV,Random Forest,"name_metric,paragraph_metric,language_metric,keywords_metric",0.8423236514522822,0.8493723849372385,0.8458333333333333
CV,XGBoost,"name_metric,paragraph_metric,language_metric,keywords_metric",0.8023686158401184,0.907112970711297,0.8515318146111548
CV,LightGBM,"name_metric,paragraph_metric,language_metric,keywords_metric",0.8040491684743312,0.9305439330543933,0.8626842513576416
CV,Neural Net,"name_metric,paragraph_metric,language_metric,keywords_metric",0.8381410256410257,0.8753138075313808,0.8563241915677445
Test,Logistic Regression,"name_metric,paragraph_metric,language_metric,keywords_metric",0.6263982102908278,0.9364548494983278,0.7506702412868632
Test,Random Forest,"name_metric,paragraph_metric,language_metric,keywords_metric",0.8231511254019293,0.8561872909698997,0.839344262295082
Test,XGBoost,"name_metric,paragraph_metric,language_metric,keywords_metric",0.8052325581395349,0.9264214046822743,0.8615863141524106
Test,LightGBM,"name_metric,paragraph_metric,language_metric,keywords_metric",0.8084507042253521,0.959866220735786,0.8776758409785933
Test,Neural Net,"name_metric,paragraph_metric,language_metric,keywords_metric",0.8317152103559871,0.8595317725752508,0.8453947368421053
CV,Logistic Regression,"name_metric,paragraph_metric,language_metric,author_metric",0.6364692218350755,0.9171548117154812,0.7514569763455605
CV,Random Forest,"name_metric,paragraph_metric,language_metric,author_metric",0.8535564853556485,0.8535564853556485,0.8535564853556485
CV,XGBoost,"name_metric,paragraph_metric,language_metric,author_metric",0.8291571753986332,0.9138075313807531,0.8694267515923567
CV,LightGBM,"name_metric,paragraph_metric,language_metric,author_metric",0.8262806236080178,0.9313807531380753,0.8756884343036979
CV,Neural Net,"name_metric,paragraph_metric,language_metric,author_metric",0.8312693498452013,0.8987447698744769,0.8636911942098915
Test,Logistic Regression,"name_metric,paragraph_metric,language_metric,author_metric",0.6328828828828829,0.939799331103679,0.756393001345895
Test,Random Forest,"name_metric,paragraph_metric,language_metric,author_metric",0.8427672955974843,0.8963210702341137,0.8687196110210696
Test,XGBoost,"name_metric,paragraph_metric,language_metric,author_metric",0.8260869565217391,0.9531772575250836,0.8850931677018633
Test,LightGBM,"name_metric,paragraph_metric,language_metric,author_metric",0.8210227272727273,0.9665551839464883,0.8878648233486943
Test,Neural Net,"name_metric,paragraph_metric,language_metric,author_metric",0.8171091445427728,0.9264214046822743,0.8683385579937304
CV,Logistic Regression,"name_metric,paragraph_metric,synonym_metric,keywords_metric",0.6010958904109589,0.9179916317991632,0.7264900662251655
CV,Random Forest,"name_metric,paragraph_metric,synonym_metric,keywords_metric",0.8496302382908792,0.8652719665271966,0.857379767827529
CV,XGBoost,"name_metric,paragraph_metric,synonym_metric,keywords_metric",0.8423457730388424,0.9255230125523013,0.8819776714513556
CV,LightGBM,"name_metric,paragraph_metric,synonym_metric,keywords_metric",0.8307692307692308,0.9489539748953975,0.8859375
CV,Neural Net,"name_metric,paragraph_metric,synonym_metric,keywords_metric",0.8224755700325733,0.8451882845188284,0.8336772595955427
Test,Logistic Regression,"name_metric,paragraph_metric,synonym_metric,keywords_metric",0.6123348017621145,0.9297658862876255,0.7383798140770252
Test,Random Forest,"name_metric,paragraph_metric,synonym_metric,keywords_metric",0.842948717948718,0.8795986622073578,0.8608837970540099
Test,XGBoost,"name_metric,paragraph_metric,synonym_metric,keywords_metric",0.8289085545722714,0.939799331103679,0.8808777429467085
Test,LightGBM,"name_metric,paragraph_metric,synonym_metric,keywords_metric",0.8171428571428572,0.9565217391304348,0.8813559322033898
Test,Neural Net,"name_metric,paragraph_metric,synonym_metric,keywords_metric",0.7819767441860465,0.8996655518394648,0.8367029548989113
CV,Logistic Regression,"name_metric,paragraph_metric,synonym_metric,author_metric",0.6338514680483592,0.9213389121338912,0.7510231923601637
CV,Random Forest,"name_metric,paragraph_metric,synonym_metric,author_metric",0.8548387096774194,0.8870292887029289,0.8706365503080082
CV,XGBoost,"name_metric,paragraph_metric,synonym_metric,author_metric",0.8463302752293578,0.9263598326359833,0.8845385537355174
CV,LightGBM,"name_metric,paragraph_metric,synonym_metric,author_metric",0.8395245170876672,0.9456066945606695,0.889413616686344
CV,Neural Net,"name_metric,paragraph_metric,synonym_metric,author_metric",0.8042813455657493,0.8803347280334728,0.8405912904514582
Test,Logistic Regression,"name_metric,paragraph_metric,synonym_metric,author_metric",0.632420091324201,0.9264214046822743,0.751696065128901
Test,Random Forest,"name_metric,paragraph_metric,synonym_metric,author_metric",0.8384146341463414,0.919732441471572,0.8771929824561403
Test,XGBoost,"name_metric,paragraph_metric,synonym_metric,author_metric",0.8192419825072886,0.939799331103679,0.8753894080996885
Test,LightGBM,"name_metric,paragraph_metric,synonym_metric,author_metric",0.8137535816618912,0.9498327759197325,0.8765432098765432
Test,Neural Net,"name_metric,paragraph_metric,synonym_metric,author_metric",0.7643835616438356,0.9331103678929766,0.8403614457831325
CV,Logistic Regression,"name_metric,paragraph_metric,keywords_metric,author_metric",0.635632183908046,0.9255230125523013,0.7536626916524702
CV,Random Forest,"name_metric,paragraph_metric,keywords_metric,author_metric",0.820919175911252,0.8669456066945607,0.8433048433048433
CV,XGBoost,"name_metric,paragraph_metric,keywords_metric,author_metric",0.8035581912527798,0.907112970711297,0.8522012578616353
CV,LightGBM,"name_metric,paragraph_metric,keywords_metric,author_metric",0.793400286944046,0.9255230125523013,0.854383932020085
CV,Neural Net,"name_metric,paragraph_metric,keywords_metric,author_metric",0.8106060606060606,0.895397489539749,0.8508946322067594
Test,Logistic Regression,"name_metric,paragraph_metric,keywords_metric,author_metric",0.6326530612244898,0.9331103678929766,0.754054054054054
Test,Random Forest,"name_metric,paragraph_metric,keywords_metric,author_metric",0.7874251497005988,0.8795986622073578,0.8309636650868878
Test,XGBoost,"name_metric,paragraph_metric,keywords_metric,author_metric",0.7728531855955678,0.9331103678929766,0.8454545454545455
Test,LightGBM,"name_metric,paragraph_metric,keywords_metric,author_metric",0.7759562841530054,0.9498327759197325,0.8541353383458646
Test,Neural Net,"name_metric,paragraph_metric,keywords_metric,author_metric",0.7848837209302325,0.903010033444816,0.8398133748055988
CV,Logistic Regression,"name_metric,language_metric,synonym_metric,keywords_metric",0.5974945533769063,0.9179916317991632,0.7238535136918509
CV,Random Forest,"name_metric,language_metric,synonym_metric,keywords_metric",0.8824517212426533,0.8794979079497908,0.8809723386420788
CV,XGBoost,"name_metric,language_metric,synonym_metric,keywords_metric",0.8589147286821706,0.9271966527196652,0.8917505030181087
CV,LightGBM,"name_metric,language_metric,synonym_metric,keywords_metric",0.853051996985682,0.9472803347280335,0.8977002379064235
CV,Neural Net,"name_metric,language_metric,synonym_metric,keywords_metric",0.8432523051131601,0.8418410041841005,0.8425460636515912
Test,Logistic Regression,"name_metric,language_metric,synonym_metric,keywords_metric",0.6123348017621145,0.9297658862876255,0.7383798140770252
Test,Random Forest,"name_metric,language_metric,synonym_metric,keywords_metric",0.882943143812709,0.882943143812709,0.882943143812709
Test,XGBoost,"name_metric,language_metric,synonym_metric,keywords_metric",0.848297213622291,0.9163879598662207,0.8810289389067524
Test,LightGBM,"name_metric,language_metric,synonym_metric,keywords_metric",0.8333333333333334,0.9531772575250836,0.8892355694227769
Test,Neural Net,"name_metric,language_metric,synonym_metric,keywords_metric",0.7987804878048781,0.8762541806020067,0.835725677830941
CV,Logistic Regression,"name_metric,language_metric,synonym_metric,author_metric",0.5956639566395664,0.9196652719665271,0.7230263157894737
CV,Random Forest,"name_metric,language_metric,synonym_metric,author_metric",0.8747884940778342,0.8652719665271966,0.8700042069835927
CV,XGBoost,"name_metric,language_metric,synonym_metric,author_metric",0.85,0.9246861924686193,0.8857715430861723
CV,LightGBM,"name_metric,language_metric,synonym_metric,author_metric",0.8296460176991151,0.9414225941422594,0.8820070560564485
CV,Neural Net,"name_metric,language_metric,synonym_metric,author_metric",0.798908807482463,0.8577405857740585,0.8272800645682001
Test,Logistic Regression,"name_metric,language_metric,synonym_metric,author_metric",0.589098532494759,0.939799331103679,0.7242268041237113
Test,Random Forest,"name_metric,language_metric,synonym_metric,author_metric",0.8771331058020477,0.8595317725752508,0.8682432432432432
Test,XGBoost,"name_metric,language_metric,synonym_metric,author_metric",0.8598130841121495,0.9230769230769231,0.8903225806451613
Test,LightGBM,"name_metric,language_metric,synonym_metric,author_metric",0.831858407079646,0.9431438127090301,0.8840125391849529
Test,Neural Net,"name_metric,language_metric,synonym_metric,author_metric",0.7915407854984894,0.8762541806020067,0.8317460317460318
CV,Logistic Regression,"name_metric,language_metric,keywords_metric,author_metric",0.6273291925465838,0.9297071129707113,0.7491571139581928
CV,Random Forest,"name_metric,language_metric,keywords_metric,author_metric",0.845514950166113,0.8518828451882845,0.8486869528970404
CV,XGBoost,"name_metric,language_metric,keywords_metric,author_metric",0.822104466313399,0.9087866108786611,0.863275039745628
CV,LightGBM,"name_metric,language_metric,keywords_metric,author_metric",0.8145985401459854,0.9338912133891213,0.8701754385964913
CV,Neural Net,"name_metric,language_metric,keywords_metric,author_metric",0.8165137614678899,0.8937238493723849,0.8533759488613664
Test,Logistic Regression,"name_metric,language_metric,keywords_metric,author_metric",0.6446469248291572,0.9464882943143813,0.7669376693766937
Test,Random Forest,"name_metric,language_metric,keywords_metric,author_metric",0.838006230529595,0.8996655518394648,0.867741935483871
Test,XGBoost,"name_metric,language_metric,keywords_metric,author_metric",0.8103448275862069,0.9431438127090301,0.8717156105100463
Test,LightGBM,"name_metric,language_metric,keywords_metric,author_metric",0.8112676056338028,0.9632107023411371,0.8807339449541285
Test,Neural Net,"name_metric,language_metric,keywords_metric,author_metric",0.7981927710843374,0.8862876254180602,0.8399366085578447
CV,Logistic Regression,"name_metric,synonym_metric,keywords_metric,author_metric",0.6114130434782609,0.9414225941422594,0.7413509060955519
CV,Random Forest,"name_metric,synonym_metric,keywords_metric,author_metric",0.8521809369951535,0.8828451882845189,0.8672420879572544
CV,XGBoost,"name_metric,synonym_metric,keywords_metric,author_metric",0.8432267884322678,0.9271966527196652,0.8832204065364687
CV,LightGBM,"name_metric,synonym_metric,keywords_metric,author_metric",0.8215859030837004,0.9364016736401674,0.8752444270629645
CV,Neural Net,"name_metric,synonym_metric,keywords_metric,author_metric",0.7787418655097614,0.901255230125523,0.8355314197051978
Test,Logistic Regression,"name_metric,synonym_metric,keywords_metric,author_metric",0.6094420600858369,0.9498327759197325,0.742483660130719
Test,Random Forest,"name_metric,synonym_metric,keywords_metric,author_metric",0.822429906542056,0.882943143812709,0.8516129032258064
Test,XGBoost,"name_metric,synonym_metric,keywords_metric,author_metric",0.7988338192419825,0.9163879598662207,0.8535825545171339
Test,LightGBM,"name_metric,synonym_metric,keywords_metric,author_metric",0.7855153203342619,0.9431438127090301,0.8571428571428571
Test,Neural Net,"name_metric,synonym_metric,keywords_metric,author_metric",0.7535410764872521,0.8896321070234113,0.8159509202453987
CV,Logistic Regression,"paragraph_metric,language_metric,synonym_metric,keywords_metric",0.4744162940884252,0.799163179916318,0.5953865336658354
CV,Random Forest,"paragraph_metric,language_metric,synonym_metric,keywords_metric",0.7569593147751607,0.5916317991631799,0.6641615782057304
CV,XGBoost,"paragraph_metric,language_metric,synonym_metric,keywords_metric",0.7254187909686817,0.8334728033472804,0.7757009345794392
CV,LightGBM,"paragraph_metric,language_metric,synonym_metric,keywords_metric",0.6830892143808256,0.8585774058577406,0.760845383759733
CV,Neural Net,"paragraph_metric,language_metric,synonym_metric,keywords_metric",0.675818373812038,0.5355648535564853,0.5975723622782446
Test,Logistic Regression,"paragraph_metric,language_metric,synonym_metric,keywords_metric",0.49786324786324787,0.7792642140468228,0.6075619295958279
Test,Random Forest,"paragraph_metric,language_metric,synonym_metric,keywords_metric",0.7811158798283262,0.6086956521739131,0.6842105263157895
Test,XGBoost,"paragraph_metric,language_metric,synonym_metric,keywords_metric",0.7312138728323699,0.8461538461538461,0.7844961240310078
Test,LightGBM,"paragraph_metric,language_metric,synonym_metric,keywords_metric",0.7194444444444444,0.8662207357859532,0.7860394537177542
Test,Neural Net,"paragraph_metric,language_metric,synonym_metric,keywords_metric",0.6958333333333333,0.5585284280936454,0.6196660482374768
CV,Logistic Regression,"paragraph_metric,language_metric,synonym_metric,author_metric",0.4746613146011039,0.7916317991631799,0.5934755332496863
CV,Random Forest,"paragraph_metric,language_metric,synonym_metric,author_metric",0.7832093517534537,0.6167364016736402,0.6900749063670412
