name_metric,paragraph_metric,language_metric,synonym_metric,author_metric,true_label
1.0,0.4444623589515686,,0.8662134575479227,0.5225023342670402,1
0.925,0.0502393841743469,,0.7630557172501147,0.57646627881922,0
0.9166666666666666,-0.0227737165987491,,0.7928894575838548,0.577207498383969,0
0.9333333333333332,0.1987092941999435,,0.8027628058290197,0.62167083049436,0
0.9333333333333332,0.0954726934432983,,0.8217149622056245,0.5724427702115329,0
0.8833333333333334,0.0715194195508956,,0.7925006136101213,0.4947245564892624,0
1.0,0.3915832638740539,,0.8662134575479227,0.518499203244966,1
0.925,0.0233356803655624,,0.7630557172501147,0.5440822830653339,0
0.9166666666666666,-0.0639718770980835,,0.7928894575838548,0.5542604664638563,0
0.9333333333333332,0.1757929474115371,,0.8027628058290197,0.5721535094416451,0
0.9333333333333332,0.1411600112915039,,0.8217149622056245,0.5283925999778442,0
0.8833333333333334,0.084654226899147,,0.7925006136101213,0.4928581776039403,0
0.7833333333333333,0.046414278447628,,0.6944444444444443,0.5601461988304094,0
1.0,0.5057206153869629,,0.9111111111111112,0.5144444444444445,1
0.837037037037037,0.5957900881767273,,0.8444444444444446,0.5977777777777779,0
0.0,0.490902304649353,,0.4333333333333333,0.5466666666666667,0
0.0,0.2241536974906921,,0.3999999999999999,0.5466666666666667,0
1.0,0.4175581336021423,,0.9111111111111112,0.5144444444444445,1
0.9666666666666668,0.4732230901718139,,0.9333333333333332,0.3422222222222222,0
0.3246913580246913,0.3063227236270904,,0.4469135802469135,0.5466666666666667,0
0.7833333333333333,0.1089784801006317,,0.6944444444444443,0.5601461988304094,0
1.0,0.6620863676071167,,0.9111111111111112,0.5144444444444445,1
0.837037037037037,0.4752652049064636,,0.8444444444444446,0.5977777777777779,0
0.0,0.6433528661727905,,0.4333333333333333,0.5466666666666667,0
0.0,0.4181051850318908,,0.3999999999999999,0.5466666666666667,0
1.0,0.534880518913269,,0.9111111111111112,0.5144444444444445,1
0.9666666666666668,0.5444647073745728,,0.9333333333333332,0.3422222222222222,0
0.3246913580246913,0.3949032425880432,,0.4469135802469135,0.5466666666666667,0
0.7833333333333333,0.0048736464232206,,0.6944444444444443,0.5601461988304094,0
1.0,0.496405154466629,,0.9111111111111112,0.5144444444444445,1
0.837037037037037,0.4649321436882019,,0.8444444444444446,0.5977777777777779,0
0.0,0.4894076585769653,,0.4333333333333333,0.5466666666666667,0
0.0,0.2485729753971099,,0.3999999999999999,0.5466666666666667,0
1.0,0.4221405982971191,,0.9111111111111112,0.5144444444444445,1
0.9666666666666668,0.4436115026473999,,0.9333333333333332,0.3422222222222222,0
0.3246913580246913,0.3318361043930053,,0.4469135802469135,0.5466666666666667,0
0.7833333333333333,0.0894175320863723,,0.6944444444444443,0.5748684210526316,0
1.0,0.5372159481048584,,0.9111111111111112,0.6187301587301587,1
0.837037037037037,0.4652872085571289,,0.8444444444444446,0.3422222222222222,0
0.0,0.5239688158035278,,0.4333333333333333,0.4066666666666667,0
0.0,0.4346033334732055,,0.3999999999999999,0.4066666666666667,0
1.0,0.4147919714450836,,0.9111111111111112,0.6187301587301587,1
0.9666666666666668,0.4667721390724182,,0.9333333333333332,0.5133333333333333,0
0.3246913580246913,0.2997390627861023,,0.4469135802469135,0.4066666666666667,0
0.7833333333333333,0.10832329839468,,0.6944444444444443,0.4465281978893594,0
1.0,0.6800471544265747,,0.9111111111111112,0.5371647509578544,1
0.837037037037037,0.5138119459152222,,0.8444444444444446,0.4911877394636015,0
0.0,0.6209291219711304,,0.4333333333333333,0.4114942528735632,0
0.0,0.2912002503871918,,0.3999999999999999,0.4114942528735632,0
1.0,0.5730043053627014,,0.9111111111111112,0.5371647509578544,1
0.9666666666666668,0.5761741399765015,,0.9333333333333332,0.4281609195402299,0
0.3246913580246913,0.317704439163208,,0.4469135802469135,0.4114942528735632,0
1.0,0.5123101472854614,1.0,0.6596113445378151,0.4888888888888889,1
1.0,0.1791740804910659,1.0,0.6596113445378151,0.5997557997557997,1
0.5579710144927535,0.3328853249549866,0.0,0.6000374243900458,0.4749999999999999,0
0.4388888888888889,,1.0,0.404698242933537,0.5194444444444445,0
0.8333333333333334,0.2508381605148315,1.0,0.4939892623716153,0.5788335847159377,0
0.9142857142857144,0.4576421678066253,1.0,0.6352007469654528,0.5119658119658119,0
0.8666666666666667,0.2210827767848968,1.0,0.5978057889822596,0.4952020202020202,0
0.8833333333333334,0.2959635853767395,1.0,0.6615954715219421,0.5957115009746589,0
1.0,0.1263079792261123,1.0,0.6596113445378151,0.5119658119658119,1
0.9857142857142858,0.5727372765541077,1.0,0.9468253968253968,,1
1.0,0.3894175291061401,,0.9560744810744812,0.594988344988345,0
1.0,0.5727372765541077,1.0,0.9560744810744812,0.67008547008547,0
1.0,0.4944422841072082,0.4722222222222221,0.9560744810744812,0.0,0
0.9857142857142858,0.2963660359382629,1.0,0.9468253968253968,0.6404151404151404,0
0.9857142857142858,0.5327894687652588,1.0,0.9468253968253968,0.3846153846153846,0
0.3900543900543901,0.0015685192774981,0.0,0.3691177649510982,0.4606837606837606,0
0.9857142857142858,0.4109492599964142,1.0,0.9468253968253968,,1
1.0,0.427216112613678,,0.9560744810744812,0.4333333333333333,0
1.0,0.4109492599964142,1.0,0.9560744810744812,0.501010101010101,0
1.0,0.5030262470245361,0.4722222222222221,0.9560744810744812,0.0,0
0.9857142857142858,0.300618052482605,1.0,0.9468253968253968,0.5261183261183261,0
0.9857142857142858,0.4991805553436279,1.0,0.9468253968253968,0.4234848484848485,0
0.3900543900543901,-0.0489609576761722,0.0,0.3691177649510982,0.4454545454545455,0
0.9857142857142858,0.3147991895675659,,0.9468253968253968,,1
1.0,0.4434335231781006,,0.9560744810744812,0.4308802308802308,0
1.0,0.3147991895675659,,0.9560744810744812,0.5439153439153439,0
1.0,0.3482978343963623,,0.9560744810744812,0.0,0
0.9857142857142858,0.3796093463897705,,0.9468253968253968,0.2936507936507936,0
0.9857142857142858,0.4456568360328674,,0.9468253968253968,0.3948412698412697,0
0.3900543900543901,-0.0874883830547332,,0.3691177649510982,0.4698412698412698,0
0.9857142857142858,0.3348619341850281,,0.9468253968253968,,1
1.0,0.2792868316173553,,0.9560744810744812,0.5466736328805294,0
1.0,0.3348619341850281,,0.9560744810744812,0.5205815895471068,0
1.0,0.3182309865951538,,0.9560744810744812,0.0,0
0.9857142857142858,0.2225605249404907,,0.9468253968253968,0.5334975369458128,0
0.9857142857142858,0.3634243011474609,,0.9468253968253968,0.4511494252873563,0
0.3900543900543901,-0.0949603021144867,,0.3691177649510982,0.4563218390804597,0
0.9857142857142858,0.3089600801467895,1.0,0.9468253968253968,,1
1.0,0.3661865592002868,,0.9560744810744812,0.4601010101010101,0
1.0,0.3089600801467895,1.0,0.9560744810744812,0.6259259259259259,0
1.0,0.377428650856018,0.4722222222222221,0.9560744810744812,0.0,0
0.9857142857142858,0.1762812435626983,1.0,0.9468253968253968,0.6126984126984126,0
0.9857142857142858,0.489291787147522,1.0,0.9468253968253968,0.4611111111111111,0
0.3900543900543901,-0.028381435200572,0.0,0.3691177649510982,0.3444444444444444,0
0.9857142857142858,0.445863276720047,,0.9468253968253968,,1
1.0,0.3677644729614258,,0.9560744810744812,0.5191336441336442,0
1.0,0.445863276720047,,0.9560744810744812,0.5313390313390314,0
1.0,0.3500989079475403,,0.9560744810744812,0.0,0
0.9857142857142858,0.3172543048858642,,0.9468253968253968,0.4746642246642246,1
0.9857142857142858,0.4346543252468109,,0.9468253968253968,0.4679487179487179,0
0.3900543900543901,-0.0550055727362632,,0.3691177649510982,0.4675213675213674,0
0.9857142857142858,0.3975403010845184,,0.9468253968253968,,1
1.0,0.5168925523757935,,0.9560744810744812,0.3929292929292929,0
1.0,0.3975403010845184,,0.9560744810744812,0.5534391534391535,0
1.0,0.4334172010421753,,0.9560744810744812,0.0,0
0.9857142857142858,0.3159801959991455,,0.9468253968253968,0.3873015873015872,0
0.9857142857142858,0.5523940324783325,,0.9468253968253968,0.4453703703703704,0
0.3900543900543901,0.0679728984832763,,0.3691177649510982,0.3148148148148148,0
0.9857142857142858,0.5159159898757935,1.0,0.9468253968253968,,1
1.0,0.5142613649368286,,0.9560744810744812,0.5736596736596736,0
1.0,0.5159159898757935,1.0,0.9560744810744812,0.5646723646723647,0
1.0,0.5283792614936829,0.4722222222222221,0.9560744810744812,0.0,0
0.9857142857142858,0.3572098612785339,1.0,0.9468253968253968,0.5417582417582417,0
0.9857142857142858,0.5927742123603821,1.0,0.9468253968253968,0.5477106227106227,0
0.3900543900543901,0.0131444418802857,0.0,0.3691177649510982,0.6128205128205129,0
0.9857142857142858,0.365856409072876,1.0,0.9468253968253968,,1
1.0,0.3212090134620666,,0.9560744810744812,0.4581529581529581,0
1.0,0.365856409072876,1.0,0.9560744810744812,0.5119047619047619,0
1.0,0.3747087717056274,0.4722222222222221,0.9560744810744812,0.0,0
0.9857142857142858,0.2260307371616363,1.0,0.9468253968253968,0.5,0
0.9857142857142858,0.4121685028076172,1.0,0.9468253968253968,0.5146825396825397,0
0.3900543900543901,-0.0054445005953311,0.0,0.3691177649510982,0.5484126984126984,0
0.9857142857142858,0.2625406384468078,,0.9468253968253968,,1
1.0,0.3651787638664245,,0.9560744810744812,0.5377525252525253,0
1.0,0.2625406384468078,,0.9560744810744812,0.5076388888888889,0
1.0,0.3034376800060272,,0.9560744810744812,0.0,0
0.9857142857142858,0.1178086996078491,,0.9468253968253968,0.4732142857142857,0
0.9857142857142858,0.2806954979896545,,0.9468253968253968,0.5064484126984127,0
0.3900543900543901,0.0211899355053901,,0.3691177649510982,0.5506944444444444,0
0.9777777777777776,0.5026156902313232,,1.0,0.5166666666666666,0
1.0,0.6595491170883179,,0.9777777777777776,0.2944444444444444,0
0.4611111111111111,0.4989315271377563,,0.4518518518518519,0.6416666666666667,0
1.0,0.6906116604804993,,0.9777777777777776,0.5166666666666666,1
0.9142857142857144,,,0.8920634920634921,0.45,0
0.7777777777777778,0.071330077946186,,0.75,0.549404761904762,0
0.5499999999999999,0.1548453569412231,,0.5407407407407407,0.586231884057971,0
1.0,0.6461812853813171,,0.9777777777777776,0.5166666666666666,1
0.75,0.3119608759880066,,0.7268518518518517,0.4601851851851852,0
0.9777777777777776,0.394265353679657,,1.0,0.5535564653211712,0
1.0,0.4573997557163238,,0.9777777777777776,0.521978021978022,0
0.4611111111111111,0.4638756513595581,,0.4518518518518519,0.5313186813186813,0
1.0,0.416485995054245,,0.9777777777777776,0.5535564653211712,1
0.9142857142857144,,,0.8920634920634921,0.4933150183150183,0
0.7777777777777778,0.049467671662569,,0.75,0.6377397112691231,0
0.5499999999999999,0.2514440417289734,,0.5407407407407407,0.565434833983221,0
1.0,0.4244855046272278,,0.9777777777777776,0.5535564653211712,1
0.75,0.2601333856582641,,0.7268518518518517,0.5606227106227106,0
1.0,0.4634594917297363,0.0,0.9384615384615383,0.6742424242424242,1
0.7374358974358973,0.498188316822052,0.0,0.666031746031746,0.503030303030303,0
1.0,0.3265899419784546,1.0,0.9384615384615383,0.5292929292929293,1
0.9538461538461538,0.1889219284057617,1.0,0.98,0.4781144781144781,0
1.0,0.2958047688007355,1.0,0.9384615384615383,0.5292929292929293,1
0.9076923076923076,0.3580911159515381,1.0,0.96,0.529040404040404,0
0.75,0.2255981266498565,0.0,0.6829888966252602,0.4471639471639472,0
0.8571428571428571,0.4053612947463989,1.0,0.8286387898828091,0.47008547008547,0
1.0,0.3267140388488769,1.0,0.9195866759503122,0.5384615384615384,1
0.4920634920634921,0.3779790997505188,1.0,0.5036667597273659,0.4658119658119657,0
1.0,0.4296265244483948,1.0,0.9195866759503122,,1
0.75,0.0309958048164844,0.0,0.6916869886566855,0.4357753357753358,0
0.746031746031746,-0.0307827778160572,0.0,0.6832380862683892,0.4418803418803419,0
0.746031746031746,0.12683767080307,0.0,0.6790737881646972,0.5104395604395604,0
0.4064327485380117,0.3933123648166656,1.0,0.4270092067540234,0.4696581196581197,0
0.746031746031746,0.1780414432287216,0.0,0.6637575667878699,0.5351832338133707,0
0.92,0.5112789869308472,1.0,0.8727980661313995,0.4797202797202797,0
0.75,0.1161573231220245,0.0,0.6829888966252602,0.5873725358261441,0
0.8571428571428571,0.6726731061935425,1.0,0.8286387898828091,0.4949599083619702,0
1.0,0.300433337688446,1.0,0.9195866759503122,0.4949599083619702,1
0.4920634920634921,0.6303770542144775,1.0,0.5036667597273659,0.4580469644902634,0
1.0,0.660695493221283,1.0,0.9195866759503122,,1
0.75,-0.056302972137928,0.0,0.6916869886566855,0.5130496078949687,0
0.746031746031746,0.0152282565832138,0.0,0.6832380862683892,0.502348224513173,0
0.746031746031746,0.1310251355171203,0.0,0.6790737881646972,0.5864463311097635,0
0.4064327485380117,0.6108639240264893,1.0,0.4270092067540234,0.4788087056128293,0
0.746031746031746,0.100995734333992,0.0,0.6637575667878699,0.6996585300497177,0
0.92,0.7280402183532715,1.0,0.8727980661313995,0.512073432934561,0
0.75,0.1210416629910469,0.0,0.6829888966252602,0.5210833650970251,0
0.8571428571428571,0.6150593757629395,1.0,0.8286387898828091,0.5574639525021204,0
1.0,0.3033190965652466,1.0,0.9195866759503122,0.5019083969465649,1
0.4920634920634921,0.4768841862678528,1.0,0.5036667597273659,0.551478525715167,0
1.0,0.6523752212524414,1.0,0.9195866759503122,,1
0.75,-0.0525555536150932,0.0,0.6916869886566855,0.5381043256997455,0
0.746031746031746,0.0982629135251045,0.0,0.6832380862683892,0.5060402277959529,0
0.746031746031746,0.1955719888210296,0.0,0.6790737881646972,0.5210559796437658,0
0.4064327485380117,0.5120077133178711,1.0,0.4270092067540234,0.5211754954121366,0
0.746031746031746,0.0602799952030181,0.0,0.6637575667878699,0.5157590193888382,0
0.92,0.5821821093559265,1.0,0.8727980661313995,0.5221489706222531,0
0.75,0.1098393276333808,0.0,0.6829888966252602,0.5857657367091329,0
0.8571428571428571,0.3381081819534302,1.0,0.8286387898828091,0.5092243186582809,0
1.0,0.0988166406750679,1.0,0.9195866759503122,0.4973794549266246,1
0.4920634920634921,0.3172143101692199,1.0,0.5036667597273659,0.4917889587700908,0
1.0,0.3726476430892944,1.0,0.9195866759503122,,1
0.75,-0.0806577056646347,0.0,0.6916869886566855,0.4954450161997332,0
0.746031746031746,0.0669614374637603,0.0,0.6832380862683892,0.5088050314465409,0
0.746031746031746,0.1066649407148361,0.0,0.6790737881646972,0.6834443211246762,0
0.4064327485380117,0.2629153430461883,1.0,0.4270092067540234,0.4808700209643605,0
0.746031746031746,0.0654563829302787,0.0,0.6637575667878699,0.6662760977571006,0
0.92,0.283988356590271,1.0,0.8727980661313995,0.5711200050822692,0
0.75,0.2668271958827972,0.0,0.6829888966252602,0.567371420002999,0
0.8571428571428571,0.4161291718482971,1.0,0.8286387898828091,0.5672514619883041,0
1.0,0.3350218534469604,1.0,0.9195866759503122,0.5116959064327485,1
0.4920634920634921,0.3916561007499695,1.0,0.5036667597273659,0.5511695906432749,0
1.0,0.5277535915374756,1.0,0.9195866759503122,,1
0.75,0.0176055207848548,0.0,0.6916869886566855,0.5050682261208577,0
0.746031746031746,0.059916291385889,0.0,0.6832380862683892,0.5449992502624081,0
0.746031746031746,0.2082794606685638,0.0,0.6790737881646972,0.6029727095516569,0
0.4064327485380117,0.3915590047836303,1.0,0.4270092067540234,0.5233918128654971,0
0.746031746031746,0.1575826704502105,0.0,0.6637575667878699,0.6156448391703263,0
0.92,0.4856690764427185,1.0,0.8727980661313995,0.5883395357079567,0
0.75,0.2120187133550644,0.0,0.6829888966252602,0.4978632478632478,0
0.8571428571428571,0.5572975873947144,1.0,0.8286387898828091,0.5747863247863249,0
1.0,0.3120853304862976,1.0,0.9195866759503122,0.4017094017094016,1
0.4920634920634921,0.4560850262641907,1.0,0.5036667597273659,0.5098290598290598,0
1.0,0.6254397630691528,1.0,0.9195866759503122,,1
0.75,0.0617687329649925,0.0,0.6916869886566855,0.4918220668220668,0
0.746031746031746,0.0331022441387176,0.0,0.6832380862683892,0.4542735042735042,0
0.746031746031746,0.1913950145244598,0.0,0.6790737881646972,0.5625874125874125,0
0.4064327485380117,0.5002941489219666,1.0,0.4270092067540234,0.4764957264957265,0
0.746031746031746,0.1389459818601608,0.0,0.6637575667878699,0.6301007832190241,0
0.92,0.5178744792938232,1.0,0.8727980661313995,0.4885335252982312,0
0.75,0.1477814614772796,0.0,0.6829888966252602,0.5128205128205128,0
0.8571428571428571,0.7310196757316589,1.0,0.8286387898828091,0.4991452991452991,0
1.0,0.2019971311092376,1.0,0.9195866759503122,0.405982905982906,1
0.4920634920634921,0.5935533046722412,1.0,0.5036667597273659,0.5343822843822844,0
1.0,0.5450602769851685,1.0,0.9195866759503122,,1
0.75,-0.0603411197662353,0.0,0.6916869886566855,0.5123931623931625,0
0.746031746031746,0.0301425326615571,0.0,0.6832380862683892,0.5123931623931625,0
0.746031746031746,0.1690529882907867,0.0,0.6790737881646972,0.5315628815628816,0
0.4064327485380117,0.5041123628616333,1.0,0.4270092067540234,0.5205128205128206,0
0.746031746031746,0.0401113554835319,0.0,0.6637575667878699,0.6353190492916521,0
0.92,0.5810009837150574,1.0,0.8727980661313995,0.432012432012432,0
0.75,0.0490633435547351,,0.6829888966252602,0.5201285642462112,0
0.8571428571428571,0.3991697132587433,,0.8286387898828091,0.5584500466853408,0
1.0,0.17134989798069,,0.9195866759503122,0.4834267040149393,1
0.4920634920634921,0.2541406750679016,,0.5036667597273659,0.5057889822595705,0
1.0,0.3637584447860718,,0.9195866759503122,,1
0.75,-0.0101102050393819,,0.6916869886566855,0.5047906342023989,0
0.746031746031746,0.0132354982197284,,0.6832380862683892,0.4947245564892624,0
0.746031746031746,0.0261483378708362,,0.6790737881646972,0.5767662620603797,0
0.4064327485380117,0.3015806376934051,,0.4270092067540234,0.5484890926067396,0
0.746031746031746,0.0384323522448539,,0.6637575667878699,0.6395701895428962,0
0.92,0.3933238983154297,,0.8727980661313995,0.5757193786605551,0
0.75,0.1059809625148773,0.0,0.6829888966252602,0.544709215904868,0
0.8571428571428571,0.5702525973320007,1.0,0.8286387898828091,0.5125000000000001,0
1.0,0.303726464509964,1.0,0.9195866759503122,0.5,1
0.4920634920634921,0.441424697637558,1.0,0.5036667597273659,0.4976851851851852,0
1.0,0.4616321921348572,1.0,0.9195866759503122,,1
0.75,-0.0282676592469215,0.0,0.6916869886566855,0.5722222222222223,0
0.746031746031746,-0.0191028378903865,0.0,0.6832380862683892,0.4476851851851851,0
0.746031746031746,0.1282477974891662,0.0,0.6790737881646972,0.5819444444444445,0
0.4064327485380117,0.4234770536422729,1.0,0.4270092067540234,0.433531746031746,0
0.746031746031746,0.0694701448082923,0.0,0.6637575667878699,0.6060743963141223,0
0.92,0.5428228974342346,1.0,0.8727980661313995,0.4998196248196248,0
0.75,0.1217201203107833,0.0,0.6829888966252602,0.5515549809667456,0
0.8571428571428571,0.5173986554145813,1.0,0.8286387898828091,0.5168067226890757,0
1.0,0.2810322642326355,1.0,0.9195866759503122,0.5584500466853408,1
